Results for a query: "zakon"

Results found in 51.25057101249695s

Freq.        Document                                  Snippet
6            evem.gov.si.391.html                       ...) Pravna podlaga Zakon o prispevkih za ... za socialno varnost Zakon o matični evidenci ... in invalidskega zavarovanja Zakon o pokojninskem in ... ( ZPIZ-2 ) Zakon o zdravstvenem varstvu ... ( ZZVZZ ) Zakon o starševskem varstvu ... ( ZSDP-1 ) Zakon o urejanju trga ... 
6            evem.gov.si.26.html                        .... Več : Zakon o gospodarskih družbah ... Obligacijski zakonik , Zakon o nematerializiranih vrednostnih ... ki jih določa zakon ter vprašanjih , ... ( kot določa Zakon o sodelovanju delavcev ... sodiscepong.si Pravna podlaga Zakon o gospodarskih družbah ... družbah Obligacijski zakonik Zakon o nematerializiranih vrednostnih ... 
6            evem.gov.si.557.html                       ...in pogoji : Zakon o semenskem materialu ... gozdarstvo in prehrano Zakon o zdravstvenem varstvu ... gozdarstvo in prehrano Zakon o kmetijstvu in ... odgovori Pravne podlage Zakon o semenskem materialu ... ( ZSMKR ) Zakon o zdravstvenem varstvu ... ( ZZVR-1 ) Zakon o kmetijstvu ( ... 
6            evem.gov.si.29.html                        ...( npr . Zakon o gospodarskih družbah ... gospodarskih družbah , Zakon o društvih , ... o društvih , Zakon o zavodih ) ... tipa B ) Zakon opredeljuje dejavnosti , ... socialna podjetja . Zakon opredeljuje kot najbolj ... , razen če zakon , ki ureja ... 
5            evem.gov.si.172.html                       ...in pogoji : Zakon o gostinstvu Gostinsko ... ga določa ta zakon , opravljajo kot ... in tehnologijo Obrtni zakon Za dejavnosti , ... tehnologijo Pravne podlage Zakon o gostinstvu ( ... ZGos ) Obrtni zakon ( ObrZ ) ... 
5            evem.gov.si.553.html                       ...razvoj in tehnologijo Zakon o semenskem materialu ... gozdarstvo in prehrano Zakon o zdravstvenem varstvu ... Pravne podlage Obrtni zakon ( ObrZ ) ... na obrtni način Zakon o semenskem materialu ... ( ZSMKR ) Zakon o zdravstvenem varstvu ... 
5            evem.gov.si.276.html                       ...in pogoji : Zakon o živinoreji Zakon ... Zakon o živinoreji Zakon predpisuje naslednje poklice ... gozdarstvo in prehrano Zakon o kmetijstvu Za ... odgovori Pravne podlage Zakon o živinoreji ( ... ( ZŽiv ) Zakon o kmetijstvu ( ... 
5            evem.gov.si.205.html                       ...in pogoji : Zakon o prevozih v ... Ministrstvo za infrastrukturo Zakon o cestah Izredni ... . Pravne podlage Zakon o prevozih v ... ( ZPCP-2 ) Zakon o cestah ( ... ZCes-1 ) Obrtni zakon ( ObrZ ) ... 
5            evem.gov.si.406.html                       ...zaposlitve Pravne podlage Zakon o matični evidenci ... ( ZMEPIZ-1 ) Zakon o pokojninskem in ... ( ZPIZ-2 ) Zakon o zdravstvenem varstvu ... ( ZZVZZ ) Zakon o starševskem varstvu ... ( ZSDP-1 ) Zakon o urejanju trga ... 
5            evem.gov.si.11.html                        ..., kar določa Zakon o urejanju trga ... ki jih določa zakon . Časovna omejitev ... in jih določa Zakon o delovnih razmerjih ... zaposlovanje Pravna podlaga Zakon o delovnih razmerjih ... ( ZDR-1 ) Zakon o spremembah in ... 
5            evem.gov.si.486.html                       ...razvoj in tehnologijo Zakon o graditvi objektov ... Ministrstvo za infrastrukturo Zakon o gozdovih Za ... obrtni način Obrtni zakon ( ObrZ ) ... ( ObrZ ) Zakon o graditvi objektov ... ( ZGO-1 ) Zakon o gozdovih ( ... 
5            evem.gov.si.485.html                       ...in pogoji : Zakon o gostinstvu Gostinsko ... ga določa ta zakon , opravljajo kot ... in tehnologijo Obrtni zakon Za dejavnosti , ... RS Pravne podlage Zakon o gostinstvu ( ... ZGos ) Obrtni zakon ( ObrZ ) ... 
4            e-prostor.gov.si.20.html                   ...koordinatni sistem je Zakon o državnem geodetskem ... ZDGRS ) . Zakon je določil državni ... Hkrati pa je zakon opredelil tudi transformacijo ... koordinatnega sistema . Zakon o evidentiranju nepremičnin ... 
4            evem.gov.si.201.html                       ...in pogoji : Zakon o graditvi objektov ... Ministrstvo za infrastrukturo Zakon o gozdovih Za ... RS Pravne podlage Zakon o graditvi objektov ... ( ZGO-1 ) Zakon o gozdovih ( ... 
4            evem.gov.si.574.html                       ...gozdarstvo in prehrano Zakon o kemikalijah Pravne ... jih določa ta zakon in imeti dovoljenje ... Pravne podlage Obrtni zakon ( ObrZ ) ... dejavnostih na kmetiji Zakon o kemikalijah ( ... 
4            evem.gov.si.358.html                       ...razen če drug zakon prometa s temi ... meril Pravne podlage Zakon o kemikalijah ( ... ocenjevanja obstoječih snovi Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
4            evem.gov.si.570.html                       ...in pogoji : Zakon o živinoreji Pred ... gozdarstvo in prehrano Zakon o ohranjanju narave ... odgovori Pravne podlage Zakon o živinoreji ( ... zaščiti rejnih živali Zakon o ohranjanju narave ... 
4            evem.gov.si.152.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... izpolnjevati kadilnica Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.162.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... 
4            evem.gov.si.73.html                        ...teden . Dopust Zakon o delovnih razmerjih ... kot jih določa zakon , ki ureja ... kot jo določa zakon , ki ureja ... zaposlovanje Pravna podlaga Zakon o delovnih razmerjih ... 
4            evem.gov.si.304.html                       ...in pogoji : Zakon o semenskem materialu ... gozdarstvo in prehrano Zakon o zdravstvenem varstvu ... odgovori Pravne podlage Zakon o semenskem materialu ... ( ZSMKR ) Zakon o zdravstvenem varstvu ... 
4            evem.gov.si.157.html                       ...izpit Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... izpolnjevati kadilnica Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.474.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.481.html                       ...in pogoji : Zakon o gostinstvu Gostinsko ... ga določa ta zakon , opravljajo kot ... RS Pravne podlage Zakon o gostinstvu ( ... ZGos ) Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.86.html                        ...zaposlitve Pravne podlage Zakon o pokojninskem in ... in invalidskem zavarovanju Zakon o zdravstvenem varstvu ... in zdravstvenem zavarovanju Zakon o starševskem varstvu ... in družinskih prejemkih Zakon o urejanju trga ... 
4            evem.gov.si.101.html                       ...pogoji : Obrtni zakon V primeru , ... razvoj in tehnologijo Zakon o graditvi objektov ... gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.476.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.128.html                       ...Pomembno je tudi Zakon o kemikalijah Pravne ... jih določa ta zakon in imeti dovoljenje ... Pravne podlage Obrtni zakon ( ObrZ ) ... o obrtnih dejavnostih Zakon o kemikalijah ( ... 
4            evem.gov.si.472.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.165.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... 
4            evem.gov.si.475.html                       ...živil Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju uporabe ... mora izpolnjevati kadilnica Zakon o omejevanju porabe ... ZOPA ) Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.477.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.155.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... ZOUTPI ) Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.166.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.272.html                       ...gozdarstvo in prehrano Zakon o gozdovih Za ... gozdarstvo in prehrano Zakon o kmetijstvu Za ... na obrtni način Zakon o gozdovih ( ... del v gozdovih Zakon o kmetijstvu ( ... 
4            evem.gov.si.478.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.7.html                         .... To določa Zakon o finančni upravi ... organu+ Davčne olajšave Zakon o davku od ... ZDDPO-2 ) in Zakon o dohodnini ( ... ZDoh-2 ) ter Zakon o spodbujanju skladnega ... 
