Results for a query: "podatki_analiza_znanost"

Results found in 49.51790952682495s

Freq.        Document                                  Snippet
24           podatki.gov.si.282.html                    ...Podatki | OPSI - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... podatkov Koristne povezave Znanost in tehnologija Novosti ... tehnologija Novosti Odprti podatki Katalog IJZ Organizacije ... ) Filtri Področje Znanost in tehnologija Občinski ... in tehnologija Občinski podatki Ne ( 21 ... Go Državni organi Znanost in tehnologija Težave ... PCAXIS Državni organi Znanost in tehnologija Namen ... PCAXIS Državni organi Znanost in tehnologija Dostop ... PCAXIS Državni organi Znanost in tehnologija Dostop ... PCAXIS Državni organi Znanost in tehnologija Število ... Slovenija , letni podatki do 2016 39 ... PCAXIS Državni organi Znanost in tehnologija Raziskovalci ... Slovenija , letni podatki do 2016 34 ... PCAXIS Državni organi Znanost in tehnologija Razlogi ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Skrb ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
24           podatki.gov.si.281.html                    ...Podatki | OPSI - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... podatkov Koristne povezave Znanost in tehnologija Novosti ... tehnologija Novosti Odprti podatki Katalog IJZ Organizacije ... ) Filtri Področje Znanost in tehnologija Občinski ... in tehnologija Občinski podatki Ne ( 21 ... Go Državni organi Znanost in tehnologija Težave ... PCAXIS Državni organi Znanost in tehnologija Namen ... PCAXIS Državni organi Znanost in tehnologija Dostop ... PCAXIS Državni organi Znanost in tehnologija Dostop ... PCAXIS Državni organi Znanost in tehnologija Število ... Slovenija , letni podatki do 2016 39 ... PCAXIS Državni organi Znanost in tehnologija Raziskovalci ... Slovenija , letni podatki do 2016 34 ... PCAXIS Državni organi Znanost in tehnologija Razlogi ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Skrb ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
24           podatki.gov.si.333.html                    ...Podatki | OPSI - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... podatkov Koristne povezave Znanost in tehnologija Novosti ... tehnologija Novosti Odprti podatki Katalog IJZ Organizacije ... ) Filtri Področje Znanost in tehnologija Občinski ... in tehnologija Občinski podatki Ne ( 21 ... Go Državni organi Znanost in tehnologija Težave ... PCAXIS Državni organi Znanost in tehnologija Namen ... PCAXIS Državni organi Znanost in tehnologija Dostop ... PCAXIS Državni organi Znanost in tehnologija Dostop ... PCAXIS Državni organi Znanost in tehnologija Število ... Slovenija , letni podatki do 2016 39 ... PCAXIS Državni organi Znanost in tehnologija Raziskovalci ... Slovenija , letni podatki do 2016 34 ... PCAXIS Državni organi Znanost in tehnologija Razlogi ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Skrb ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
23           podatki.gov.si.437.html                    ...Podatki o kakovosti zunanjega ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Navajanje vira : Podatki o kakovosti zunanjega ... Objavi primer uporabe Podatki o kakovosti zunanjega ... zbirki so zbrani podatki o kakovosti zunanjega ... urni in dnevni podatki različnih onesnaževal , ... napovedi in tekoči podatki 1/1/2001 Podrobnosti Povezava ... ) xml Dnevni podatki za kakovost zunanjega ... ) xml Urni podatki za kakovost zunanjega ... Slovenščina Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
23           podatki.gov.si.283.html                    ...Slovenija , letni podatki do 2016 - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Slovenija , letni podatki do 2016 , ... Slovenija , letni podatki do 2016 V ... Slovenija , letni podatki do 2016 '' ... '' . Dejanski podatki so na voljo ... Slovenija , letni podatki do 2016 Podrobnosti ... Slovenije , statistični podatki Področje Znanost in ... statistični podatki Področje Znanost in tehnologija Jezik ... Slovenščina Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
23           podatki.gov.si.284.html                    ...Slovenija , letni podatki do 2016 - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Slovenija , letni podatki do 2016 , ... Slovenija , letni podatki do 2016 V ... Slovenija , letni podatki do 2016 '' ... '' . Dejanski podatki so na voljo ... Slovenija , letni podatki do 2016 Podrobnosti ... Slovenije , statistični podatki Področje Znanost in ... statistični podatki Področje Znanost in tehnologija Jezik ... Slovenščina Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
22           podatki.gov.si.184.html                    ...regije , letni podatki do 2015 - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... regije , letni podatki do 2015 , ... regije , letni podatki do 2015 V ... regije , letni podatki do 2015 '' ... '' . Dejanski podatki so na voljo ... regije , letni podatki do 2015 Podrobnosti ... Slovenije , statistični podatki Področje Okolje in ... slv Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
22           podatki.gov.si.265.html                    ...Slovenija , letni podatki do leta 2008 ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Slovenija , letni podatki do leta 2008 ... Slovenija , letni podatki do leta 2008 ... Slovenija , letni podatki do leta 2008 ... '' . Dejanski podatki so na voljo ... Slovenija , letni podatki do leta 2008 ... Slovenije , statistični podatki Področje Energetika Jezik ... slv Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
22           podatki.gov.si.518.html                    ...Podatki | OPSI - ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... podatkov Koristne povezave Znanost in tehnologija Novosti ... tehnologija Novosti Odprti podatki Katalog IJZ Organizacije ... ) Filtri Področje Znanost in tehnologija Občinski ... in tehnologija Občinski podatki Ne Pogoji uporabe ... Go Državni organi Znanost in tehnologija Vpliv ... PCAXIS Državni organi Znanost in tehnologija Vpliv ... PCAXIS Državni organi Znanost in tehnologija Varnost ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Uporaba ... PCAXIS Državni organi Znanost in tehnologija Varnost ... PCAXIS Državni organi Znanost in tehnologija Varnost ... PCAXIS Državni organi Znanost in tehnologija Spremembe ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
22           podatki.gov.si.479.html                    ...Slovenija , mesečni podatki do decembra 2017 ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Slovenija , mesečni podatki do decembra 2017 ... Slovenija , mesečni podatki do decembra 2017 ... Slovenija , mesečni podatki do decembra 2017 ... '' . Dejanski podatki so na voljo ... Slovenija , mesečni podatki do decembra 2017 ... Slovenije , statistični podatki Področje Gospodarstvo Jezik ... slv Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
22           podatki.gov.si.503.html                    ...Slovenija , mesečni podatki do junija 2014 ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Slovenija , mesečni podatki do junija 2014 ... Slovenija , mesečni podatki do junija 2014 ... Slovenija , mesečni podatki do junija 2014 ... '' . Dejanski podatki so na voljo ... Slovenija , mesečni podatki do junija 2014 ... Slovenije , statistični podatki Področje Energetika Jezik ... Slovenščina Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
22           podatki.gov.si.230.html                    ...Slovenija , mesečni podatki do decembra 2017 ... OPSI - Odprti podatki Slovenije < p ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... seznam Novosti Odprti podatki Katalog IJZ Organizacije ... . ★★★★★ Povezani podatki - vsebujejo URI ... ) ★★★★☆ Povezljivi podatki - vsebujejo naslove ... ) ★★★☆☆ Strukturirani podatki v odprtem formatu ... ) ★★☆☆☆ Strukturirani podatki vendar v lastniškem ... ) ★☆☆☆☆ Nestrukturirani podatki ( npr . ... Slovenija , mesečni podatki do decembra 2017 ... Slovenija , mesečni podatki do decembra 2017 ... Slovenija , mesečni podatki do decembra 2017 ... '' . Dejanski podatki so na voljo ... Slovenija , mesečni podatki do decembra 2017 ... Slovenije , statistični podatki Področje Gospodarstvo Jezik ... slv Dostopnost podatkov Podatki so objavljeni kot ... objavljeni kot odprti podatki Licenca , pod ... left navigation Domov Podatki Področja Prebivalstvo in ... davki Gospodarstvo Energetika Znanost in tehnologija Mednarodne ... 
